year,state,atkin05,gini,rmeandev,theil,top10,top1
1936,"Oregon",.1562232,.4226247,.600529,.3849041,.356945,.1025345
1936,"Pennsylvania",.2281316,.492947,.721618,.6709266,.4329499,.1713508
1936,"Rhode Island",.2529409,.5248618,.783649,.7330043,.4684926,.1842137
1936,"South Carolina",.1602532,.4229577,.5994096,.3866986,.3492314,.1000793
1936,"South Dakota",.1285892,.3775378,.5236891,.2915294,.3031577,.0785944
1936,"Tennessee",.1789351,.442309,.6260536,.4655173,.3766379,.12218
1936,"Texas",.1817923,.4463363,.6321121,.4798814,.3738915,.1274706
1936,"Utah",.1610031,.4192576,.5835006,.3999534,.3573546,.1101028
1936,"Vermont",.1541336,.4155937,.5873338,.3972147,.3562135,.1100686
1936,"Virginia",.1865771,.4390418,.624106,.534312,.3817023,.1460311
1936,"Washington",.1451548,.4019143,.5649758,.3633693,.3262338,.1043321
1936,"West Virginia",.1697375,.4305979,.6140651,.4417851,.3683171,.1219132
1936,"Wisconsin",.196033,.4567868,.6565397,.5259102,.3918887,.1378556
1936,"Wyoming",.1474995,.39414,.5522348,.4093597,.3302689,.1100265
1937,"United States",.198132,.4601815,.6585796,.5612839,.3975171,.1502815
1937,"Alabama",.1583694,.4188626,.5875964,.3987044,.3541894,.1100689
1937,"Alaska",,,,,,
1937,"Arizona",.1214292,.3629492,.5033733,.2940341,.3024451,.0902229
1937,"Arkansas",.1527878,.4122339,.5783353,.3723088,.3469099,.0998139
1937,"California",.1795259,.4441034,.6331202,.4751259,.3721135,.1314982
1937,"Colorado",.2005842,.4630162,.6624385,.5747129,.3966775,.1503192
1937,"Connecticut",.2513748,.5216195,.7777674,.7409154,.4644824,.1874074
1937,"Delaware",.4496478,.6867824,1.096401,1.655084,.6462601,.3887259
1937,"District of Columbia",.1506103,.4026834,.570357,.4061962,.341585,.1217809
1937,"Florida",.2587943,.5299069,.7806823,.7678292,.4600532,.187561
1937,"Georgia",.1678124,.4264872,.6003925,.4360071,.366054,.120014
1937,"Hawaii",,,,,,
1937,"Idaho",.0943201,.3337974,.4692553,.2132938,.2631521,.0656629
1937,"Illinois",.2017779,.4661372,.6739498,.5740632,.4059665,.1509294
1937,"Indiana",.1691429,.4251982,.5995631,.4606712,.3688447,.1298262
1937,"Iowa",.1521674,.406155,.5665054,.3753577,.3332427,.1044046
1937,"Kansas",.1556974,.4122316,.573283,.3798328,.3414273,.1033404
1937,"Kentucky",.1657524,.4294036,.6107286,.4169979,.3611875,.1127797
1937,"Louisiana",.1689709,.4308704,.6060702,.4371801,.357268,.1196908
1937,"Maine",.2079964,.476402,.6847614,.5807282,.4063076,.1472502
1937,"Maryland",.1846301,.4480836,.6328112,.5015151,.3754596,.1371289
1937,"Massachusetts",.2025584,.4689705,.6776417,.5450343,.4062122,.1449245
1937,"Michigan",.1869187,.4406655,.6309186,.5431838,.3886356,.1530876
1937,"Minnesota",.1769583,.4394884,.630087,.4683595,.380449,.1296624
1937,"Mississippi",.1674677,.4329159,.6115974,.4009195,.3577314,.1016936
1937,"Missouri",.197053,.4650994,.6721249,.5318187,.4036008,.1402698
1937,"Montana",.0955619,.3273743,.4547077,.2279612,.2754571,.0755751
1937,"Nebraska",.1471593,.4030049,.5607515,.3567526,.3345906,.0985867
1937,"Nevada",.2091476,.4562361,.6520227,.6592494,.405531,.1854156
1937,"New Hampshire",.2016516,.4687821,.6705914,.5424214,.3992795,.1481203
1937,"New Jersey",.1911796,.4533341,.6449792,.5429735,.3888317,.1434408
1937,"New Mexico",.1287895,.3749408,.516233,.3111735,.3112057,.0937155
1937,"New York",.2424344,.5062857,.7394069,.7336807,.4473584,.1858439
1937,"North Carolina",.2136287,.4772066,.6853127,.6056803,.411895,.1557814
1937,"North Dakota",.1180024,.3597669,.5004031,.2600338,.2840187,.0691388
1937,"Ohio",.1934742,.4568021,.651071,.5424235,.3989386,.1464362
1937,"Oklahoma",.1833863,.443582,.6310112,.4837541,.3802527,.1320146
1937,"Oregon",.141217,.3988985,.5661042,.3460817,.3362051,.0966201
1937,"Pennsylvania",.188199,.4447415,.6307982,.5352173,.3870977,.1480026
1937,"Rhode Island",.2294841,.4980015,.7335342,.6593288,.4402791,.1741295
1937,"South Carolina",.1617348,.4215346,.5940698,.3972652,.3495001,.104606
1937,"South Dakota",.1209943,.3655065,.5107493,.2719768,.291837,.0756009
1937,"Tennessee",.1704969,.4332252,.6139244,.4483704,.3680096,.1210828
1937,"Texas",.1681644,.426178,.5965525,.4420624,.3590261,.1254314
1937,"Utah",.148151,.3986544,.5508828,.3716837,.3392947,.1067013
1937,"Vermont",.1534863,.4158033,.5872858,.395034,.3545771,.1108235
1937,"Virginia",.1756324,.4270929,.6028889,.505679,.3672142,.1386947
1937,"Washington",.135982,.3893415,.5487549,.3422185,.3170486,.1006727
1937,"West Virginia",.1509331,.403945,.5652055,.3897717,.3434039,.1136367
1937,"Wisconsin",.1745139,.430011,.6132993,.4612246,.3673325,.127202
1937,"Wyoming",.1340261,.3804267,.5278279,.3555451,.3174803,.0992947
1938,"United States",.1718857,.4689147,.6389921,.4841447,.376532,.1358312
1938,"Alabama",.1362172,.4323464,.5797949,.3315967,.3341681,.0958735
1938,"Alaska",,,,,,
1938,"Arizona",.1063517,.4132302,.5424274,.2494109,.2942664,.0832818
1938,"Arkansas",.1371662,.437911,.58205,.3329569,.3411713,.0980181
1938,"California",.1596388,.4672517,.6309406,.4496755,.361448,.1300174
1938,"Colorado",.175848,.4774302,.6471043,.5000851,.3781344,.1383811
1938,"Connecticut",.2026432,.5070074,.7143445,.5734457,.4183424,.156726
1938,"Delaware",.3775275,.6738908,1.003885,1.357851,.5957579,.3469394
1938,"District of Columbia",.1309898,.3895644,.5461259,.3501596,.3211558,.1093174
1938,"Florida",.2354655,.5655483,.771542,.7467556,.4518557,.1910118
1938,"Georgia",.1486673,.4357989,.5871997,.3894536,.3491424,.1154451
1938,"Hawaii",,,,,,
1938,"Idaho",.0858632,.3723981,.5142493,.1874882,.2586434,.0590829
1938,"Illinois",.1701599,.4594662,.6322543,.4700985,.3769762,.1323974
1938,"Indiana",.1490703,.432101,.5870799,.3934935,.3501669,.1155813
1938,"Iowa",.1278793,.423021,.5741195,.3085993,.3229397,.0915992
1938,"Kansas",.1357389,.4606192,.6145088,.3282885,.3337643,.0979365
1938,"Kentucky",.1468412,.4452329,.6041424,.3773687,.3490937,.1084504
1938,"Louisiana",.1447337,.4369879,.5906933,.3695497,.3379355,.1099035
1938,"Maine",.3008824,.5754742,.8046508,1.501848,.4845005,.2724053
1938,"Maryland",.1589103,.447481,.6145917,.4227913,.3573272,.1216894
1938,"Massachusetts",.1645261,.4689232,.6489131,.4251534,.3739421,.1185505
1938,"Michigan",.1551719,.4402628,.5979022,.4292197,.3517652,.1289086
1938,"Minnesota",.1502672,.4326758,.5974836,.3921653,.3537623,.1144577
1938,"Mississippi",.1330007,.4572239,.6039332,.3115691,.3366111,.0901394
1938,"Missouri",.1734419,.4675421,.646257,.479099,.3852939,.1328098
1938,"Montana",.0912232,.3485653,.4756833,.2160767,.2710015,.0719083
1938,"Nebraska",.130249,.4290301,.5723626,.3143292,.3242973,.0949284
1938,"Nevada",.1805248,.4665373,.6251149,.570697,.376465,.1698901
1938,"New Hampshire",.1598407,.4635633,.635987,.4115765,.3634774,.1189806
1938,"New Jersey",.1623897,.4492868,.6170202,.4484645,.3642445,.1231472
1938,"New Mexico",.1079973,.3994395,.53194,.2504021,.2926832,.077407
1938,"New York",.1984867,.510814,.6981962,.5812012,.4145806,.1585701
1938,"North Carolina",.1780326,.4702716,.6429035,.49226,.3848057,.1373971
1938,"North Dakota",.1001326,.3973767,.5387242,.2200863,.280353,.0645107
1938,"Ohio",.1654359,.4523029,.6198161,.4537618,.3704279,.1270981
1938,"Oklahoma",.1569025,.4767846,.6375526,.4011698,.3670962,.1180971
1938,"Oregon",.1235358,.4177213,.5742422,.3014378,.326214,.0921415
1938,"Pennsylvania",.1576006,.4433505,.5986333,.4381572,.3602599,.1290858
1938,"Rhode Island",.1794388,.4902146,.6734605,.4852242,.3968791,.13823
1938,"South Carolina",.1269307,.4158633,.5618792,.3065747,.3187094,.0910171
1938,"South Dakota",.1093315,.4163332,.562165,.2468321,.2989071,.0743788
1938,"Tennessee",.145441,.4248516,.5798005,.3770621,.3445721,.1110893
1938,"Texas",.1553839,.4570545,.6070598,.4254418,.3547878,.1276623
1938,"Utah",.1287767,.4138917,.5533286,.3149931,.3217538,.0953779
1938,"Vermont",.1212994,.3974607,.5454775,.2984904,.3166299,.0884667
1938,"Virginia",.143847,.4188011,.5738931,.3840213,.3383445,.1135725
1938,"Washington",.1054192,.3849704,.5321926,.2514271,.2853234,.0795661
1938,"West Virginia",.1348612,.4129619,.5645544,.3440967,.327164,.1031672
1938,"Wisconsin",.1491893,.4372853,.6076453,.3892415,.3475788,.1126009
1938,"Wyoming",.1116639,.4077506,.5514446,.2575393,.3020868,.0771579
1939,"United States",.162714,.4437043,.6102379,.4522431,.3643622,.1311132
1939,"Alabama",.1299309,.4090338,.5587849,.3226609,.3263252,.0982431
1939,"Alaska",,,,,,
1939,"Arizona",.103086,.3834881,.5154679,.2468416,.2915688,.0837398
1939,"Arkansas",.1377405,.4294525,.5773326,.3337548,.3404625,.0956685
1939,"California",.1366796,.4257159,.5810792,.3501078,.3302634,.1100786
1939,"Colorado",.155472,.4406892,.6020965,.418532,.3517073,.1213672
1939,"Connecticut",.1946778,.4769915,.6793026,.5545303,.4089612,.154977
1939,"Delaware",.4362632,.7171792,1.099054,1.699341,.6482802,.4192759
1939,"District of Columbia",.1241228,.3754794,.5286657,.3291228,.3144882,.1055186
1939,"Florida",.2137362,.5302401,.7325402,.6275893,.4279276,.1660367
1939,"Georgia",.1456612,.4208604,.5767259,.3811302,.3466913,.1139655
1939,"Hawaii",,,,,,
1939,"Idaho",.0952337,.3704721,.5260285,.2175158,.2719021,.0659297
1939,"Illinois",.1599693,.434031,.6008269,.4368291,.3666443,.1283058
1939,"Indiana",.1452594,.4108609,.5649869,.3965483,.3409644,.1183193
1939,"Iowa",.126994,.4066929,.5640999,.3094821,.3194227,.0925726
1939,"Kansas",.1236555,.4304193,.579955,.2945765,.3139587,.0890134
1939,"Kentucky",.1406875,.4226073,.5759271,.3556811,.3406174,.1063038
1939,"Louisiana",.1433433,.4301769,.5868077,.3677496,.3340383,.1075704
1939,"Maine",.17174,.4642728,.6462989,.4579014,.3780988,.1264088
1939,"Maryland",.1464316,.417468,.577804,.3933294,.3398998,.1182565
1939,"Massachusetts",.1577082,.4332206,.6026888,.4190089,.3646075,.1243447
1939,"Michigan",.1582433,.4307946,.5969703,.4477559,.3569885,.1337914
1939,"Minnesota",.1451747,.4169325,.5766752,.3860296,.3471981,.1163239
1939,"Mississippi",.1312444,.4286504,.5739986,.3112135,.3311789,.0889714
1939,"Missouri",.1697126,.4576564,.6392914,.4534146,.3807314,.1283668
1939,"Montana",.0898866,.3364456,.4617725,.2155586,.2720526,.0721942
1939,"Nebraska",.1209539,.397329,.5442965,.2939214,.3156035,.0891948
1939,"Nevada",.1756928,.4551111,.6216829,.5364202,.3746169,.1671278
1939,"New Hampshire",.1636163,.4548618,.6333944,.4309714,.3673649,.1245837
1939,"New Jersey",.1508629,.4208918,.5755902,.4267132,.3501617,.1215959
1939,"New Mexico",.114343,.3943669,.5284646,.2867154,.2982679,.0893118
1939,"New York",.1822572,.4681311,.6369669,.5311198,.3915748,.1509029
1939,"North Carolina",.1845329,.4727506,.6574576,.5180088,.3926741,.1418852
1939,"North Dakota",.0994744,.3807774,.5235898,.2222443,.2791519,.0655715
1939,"Ohio",.1550456,.4264815,.5875685,.4216114,.3567448,.124724
1939,"Oklahoma",.1382963,.4506019,.6021689,.3443792,.3388245,.1045762
1939,"Oregon",.1210054,.4031639,.5584218,.2992216,.3231952,.0930099
1939,"Pennsylvania",.174111,.4539241,.6347067,.5086213,.3764794,.1413013
1939,"Rhode Island",.1874357,.468731,.6644775,.5266893,.4011426,.1500454
1939,"South Carolina",.1312859,.4095155,.562507,.3241926,.3250488,.0970291
1939,"South Dakota",.1137549,.3997249,.5551712,.2689593,.302973,.0829709
1939,"Tennessee",.1447541,.4177067,.5737116,.3763886,.3422433,.1126678
1939,"Texas",.1386229,.4338237,.5829918,.3528804,.3347091,.1089836
1939,"Utah",.1199953,.3886145,.5285721,.2957762,.3158544,.0928772
1939,"Vermont",.1272725,.3924058,.5424814,.3256565,.3192427,.1006231
1939,"Virginia",.147133,.4135997,.5704525,.4300693,.3409821,.12025
1939,"Washington",.1049058,.3677082,.513267,.2558751,.2865241,.0828752
1939,"West Virginia",.1238024,.3907112,.5363338,.3096533,.3139098,.0971795
1939,"Wisconsin",.1377212,.4082917,.5656925,.3612731,.3337186,.1098847
1939,"Wyoming",.1366397,.4253309,.5792878,.3736569,.3305438,.1063597
1940,"United States",.1390126,.3950861,.5298339,.3879922,.3295415,.1219704
1940,"Alabama",.1291399,.3905832,.5193881,.3344986,.3220227,.1083149
1940,"Alaska",,,,,,
1940,"Arizona",.094664,.3565328,.4715478,.2250556,.2751997,.0794518
1940,"Arkansas",.132089,.4025012,.5369631,.3278125,.3285239,.1006778
1940,"California",.1221346,.3859828,.5134276,.3157047,.3099557,.1039062
1940,"Colorado",.1226722,.379932,.5062067,.3214059,.3077661,.1043471
1940,"Connecticut",.1565689,.4105332,.564021,.4505484,.3565009,.1421693
1940,"Delaware",.365301,.6721755,.9705708,1.45899,.5839223,.3762581
1940,"District of Columbia",.1261328,.3759757,.5190294,.330196,.318131,.1070248
1940,"Florida",.2018423,.496525,.6793775,.607692,.411586,.165703
1940,"Georgia",.1411775,.4053253,.5518477,.376271,.339067,.1157127
1940,"Hawaii",,,,,,
1940,"Idaho",.0883576,.345196,.4710337,.198533,.258816,.0645431
1940,"Illinois",.1338018,.3821382,.5113406,.3649065,.325314,.1180514
1940,"Indiana",.1145158,.3519781,.4666123,.3057997,.2960117,.1044892
1940,"Iowa",.1115636,.372496,.5049245,.2705326,.2891449,.0869269
1940,"Kansas",.1152367,.3877052,.5175679,.2791276,.2980334,.0897559
1940,"Kentucky",.1167515,.3699666,.497984,.296328,.3043699,.0988189
1940,"Louisiana",.1325216,.4016345,.5432761,.3413728,.324015,.1069068
1940,"Maine",.148687,.4247583,.578604,.3956282,.3433895,.1195086
1940,"Maryland",.1396854,.3975054,.5449196,.3780966,.3354204,.1176381
1940,"Massachusetts",.1327864,.3787531,.5110253,.3565332,.325389,.1173443
1940,"Michigan",.1164261,.3426587,.4579881,.3387903,.297182,.1152249
1940,"Minnesota",.1183852,.3647299,.4833296,.3076511,.3000553,.1026794
1940,"Mississippi",.1245412,.4101051,.5410106,.3008738,.3198988,.0930782
1940,"Missouri",.1462716,.4105734,.5522715,.3968236,.3432758,.1232672
1940,"Montana",.0940122,.3407869,.4585555,.2187363,.2658818,.0722939
1940,"Nebraska",.1218526,.3938575,.5313835,.294484,.3039073,.0921867
1940,"Nevada",.15309,.4039974,.5435635,.4722549,.3383079,.1485779
1940,"New Hampshire",.1358945,.4010677,.5469839,.3566567,.3244644,.1122379
1940,"New Jersey",.1313987,.3809597,.5085735,.3705811,.3190271,.1141769
1940,"New Mexico",.1100251,.3812015,.5018892,.2792479,.2950838,.0905978
1940,"New York",.1624205,.4282015,.5758325,.4732544,.3623217,.1421262
1940,"North Carolina",.1641401,.4333833,.5932401,.4584462,.3600453,.1326741
1940,"North Dakota",.0934151,.3547429,.474298,.1998578,.2540298,.0607681
1940,"Ohio",.1248849,.3640338,.4856922,.3442872,.3115983,.115276
1940,"Oklahoma",.1266265,.4001659,.5287848,.3239875,.3195194,.1046699
1940,"Oregon",.1136395,.36964,.4968574,.2889472,.3042898,.0965647
1940,"Pennsylvania",.138546,.385379,.5200619,.4045202,.328379,.1267582
1940,"Rhode Island",.1568423,.4194651,.5694079,.4483312,.3532048,.1405076
1940,"South Carolina",.1283057,.3953103,.5367405,.3248746,.3133905,.1002507
1940,"South Dakota",.1056254,.3826991,.5118111,.2425174,.2787551,.0766872
1940,"Tennessee",.1390214,.395796,.5354321,.3731138,.3315991,.1163825
1940,"Texas",.1286614,.4014379,.5326642,.3318349,.3192349,.1085101
1940,"Utah",.102285,.3416221,.4517592,.2509467,.2830145,.0866218
1940,"Vermont",.1291072,.3935895,.5275607,.331492,.3107082,.1048833
1940,"Virginia",.1351495,.3831294,.5235277,.4122395,.3200405,.1168356
1940,"Washington",.0976167,.3425477,.4605288,.2410704,.2726481,.0830602
1940,"West Virginia",.1022853,.3451155,.4655977,.2533102,.2818642,.0878586
1940,"Wisconsin",.1165557,.3644672,.4873247,.3028301,.2994778,.1011166
1940,"Wyoming",.1105451,.3715525,.4938872,.2744597,.2932057,.0877783
1941,"United States",.133304,.4004759,.4735431,.3620014,.3034914,.1145067
1941,"Alabama",.1377319,.4108858,.4904337,.3571723,.3099591,.1128798
1941,"Alaska",,,,,,
1941,"Arizona",.1027049,.3688851,.4534664,.2509515,.2663932,.0864111
1941,"Arkansas",.1511036,.4331036,.507679,.3906266,.3374878,.1172962
1941,"California",.127218,.4040077,.4893412,.3299216,.2912439,.1043241
1941,"Colorado",.1377188,.4221201,.5203396,.3661601,.3102386,.1103545
1941,"Connecticut",.1417781,.4024922,.4599079,.3973325,.3124514,.1264704
1941,"Delaware",.289418,.5573002,.7589403,1.091239,.4729481,.2777003
1941,"District of Columbia",.1362869,.4000366,.4561666,.3569544,.3109811,.1130892
1941,"Florida",.1710204,.466747,.5562294,.4967015,.3622386,.1439906
1941,"Georgia",.1462301,.4287822,.497493,.3853485,.3285894,.1194739
1941,"Hawaii",,,,,,
1941,"Idaho",.0927959,.364017,.4787573,.2031268,.2400069,.0615644
1941,"Illinois",.1367174,.4030833,.4678903,.3671624,.3101986,.1165098
1941,"Indiana",.1107416,.3688628,.4566359,.2833785,.2702281,.0951768
1941,"Iowa",.1185293,.4105762,.5512916,.2814686,.2783189,.0826191
1941,"Kansas",.1198566,.4033822,.5165008,.2956012,.2861316,.0908245
1941,"Kentucky",.1154873,.377951,.4646166,.2903772,.2802798,.0963244
1941,"Louisiana",.1358367,.4138241,.4927867,.3525491,.3064223,.1110163
1941,"Maine",.1220475,.4040791,.5143427,.3106744,.2871407,.0995606
1941,"Maryland",.1294832,.3902445,.4455285,.339745,.2998497,.1087598
1941,"Massachusetts",.1341683,.4065377,.4919758,.3542115,.305005,.1139334
1941,"Michigan",.1077603,.3384888,.3735518,.2955539,.2707756,.1029276
1941,"Minnesota",.1105709,.3753319,.4804046,.2759952,.2680396,.0910423
1941,"Mississippi",.1445912,.4222907,.4959369,.3668109,.3318,.1095933
1941,"Missouri",.134857,.406471,.4834787,.3548042,.3093421,.1131819
1941,"Montana",.0987847,.3681228,.4640628,.2269942,.2623799,.0714501
1941,"Nebraska",.1232449,.4180479,.5430988,.2945518,.2924103,.0891076
1941,"Nevada",.1281797,.3812642,.4523777,.3587261,.2899643,.1188099
1941,"New Hampshire",.1268841,.4079498,.5267109,.3250114,.2890915,.1015976
1941,"New Jersey",.122225,.3770363,.4330963,.3330439,.2901134,.10489
1941,"New Mexico",.108855,.3804884,.4604417,.2703418,.2717556,.0871921
1941,"New York",.1596493,.4411101,.506526,.4547043,.3389519,.1367338
1941,"North Carolina",.148983,.4228729,.5141645,.4035412,.322702,.1223872
1941,"North Dakota",.1047983,.4013241,.5611407,.2281939,.2565072,.0612614
1941,"Ohio",.1204819,.3741387,.4391496,.319811,.2865494,.1068787
1941,"Oklahoma",.1306616,.4046284,.4875849,.3573937,.3021159,.1109619
1941,"Oregon",.1253688,.4023047,.4934651,.3132054,.2967119,.1007232
1941,"Pennsylvania",.1251524,.3793836,.447249,.3454577,.2908261,.1127016
1941,"Rhode Island",.1328552,.3899739,.4645353,.3659606,.2979631,.1193266
1941,"South Carolina",.1308494,.412593,.5254163,.3326344,.2978088,.1016119
1941,"South Dakota",.0994172,.3905197,.5423729,.2212413,.248686,.0659178
1941,"Tennessee",.1404328,.4072417,.4692296,.3793145,.315199,.1185898
1941,"Texas",.1390813,.4129039,.4857718,.3908496,.3104422,.1208771
1941,"Utah",.1075357,.3589341,.437829,.2660748,.270053,.088445
1941,"Vermont",.1177012,.388415,.5032232,.2907353,.276698,.091006
1941,"Virginia",.1206567,.3703586,.4263103,.3377619,.2866131,.1041465
1941,"Washington",.1031575,.3613851,.4536412,.2551648,.2596625,.0848794
1941,"West Virginia",.0902588,.3291219,.4092725,.2176945,.2431448,.0792457
1941,"Wisconsin",.1143083,.37676,.4816552,.2870847,.2711205,.0932559
1941,"Wyoming",.1220835,.3968283,.4802269,.3148331,.2940412,.095937
1942,"United States",.1379195,.4123209,.5074222,.3670558,.3036469,.1134543
1942,"Alabama",.1295844,.4006149,.5013755,.3383048,.2930639,.1097699
1942,"Alaska",,,,,,
1942,"Arizona",.1223973,.3905849,.4848429,.333091,.2834845,.1040839
1942,"Arkansas",.1496258,.4388142,.5552267,.3865519,.3229316,.1180466
1942,"California",.1223723,.3804243,.4592842,.325797,.2848776,.1082206
1942,"Colorado",.1427612,.4263878,.5361041,.3768643,.3119229,.1137347
1942,"Connecticut",.1365376,.3943317,.4770617,.3707962,.3036301,.1165941
1942,"Delaware",.1945856,.4559436,.5677172,.6169656,.3708794,.1779943
1942,"District of Columbia",.142997,.4204464,.5111242,.3669044,.312341,.1111786
1942,"Florida",.1688778,.460824,.5702239,.4697293,.3454565,.1370757
1942,"Georgia",.1563682,.437135,.5423729,.4381894,.3283194,.1277605
1942,"Hawaii",,,,,,
1942,"Idaho",.1050011,.3687977,.4801672,.2770529,.2560259,.08309
1942,"Illinois",.1435285,.4182533,.5107535,.3821679,.3122976,.1178654
1942,"Indiana",.1184797,.3881999,.496751,.2976595,.2755608,.093414
1942,"Iowa",.1231555,.4167804,.5505961,.2887261,.2866591,.0814199
1942,"Kansas",.1356501,.4347665,.5704885,.3388351,.3032548,.0993646
1942,"Kentucky",.1220285,.3967757,.5134821,.308968,.2807833,.0985975
1942,"Louisiana",.152413,.4526493,.5910619,.3902689,.3226773,.1153414
1942,"Maine",.1231545,.4058031,.5314131,.3018382,.2830108,.0918765
1942,"Maryland",.1316458,.4008223,.4790565,.3381602,.3005258,.1068387
1942,"Massachusetts",.1413133,.4193924,.5199811,.3651595,.3082565,.1134354
1942,"Michigan",.1202959,.3702026,.4443379,.3157063,.2815075,.1027337
1942,"Minnesota",.1313972,.4185332,.5551065,.3319665,.2911574,.0997344
1942,"Mississippi",.1647058,.464657,.5831912,.4274203,.3449922,.1244459
1942,"Missouri",.143251,.4265727,.5401443,.3739553,.3115287,.1139794
1942,"Montana",.1267355,.4069946,.5184733,.3320786,.2885234,.0911979
1942,"Nebraska",.1386534,.4363453,.5779694,.3397389,.305587,.0966427
1942,"Nevada",.1267281,.3808474,.4459015,.3612145,.2850968,.1169576
1942,"New Hampshire",.1198673,.4030946,.5342126,.2941985,.2766512,.0923193
1942,"New Jersey",.1378311,.4150861,.5085992,.3591701,.3070678,.1092114
1942,"New Mexico",.1308077,.4163413,.5263049,.3392342,.2982678,.106367
1942,"New York",.1663843,.4533454,.5436698,.4621518,.3435051,.1375272
1942,"North Carolina",.1486544,.4325376,.5710716,.4084745,.307487,.1246841
1942,"North Dakota",.122958,.4213495,.5839727,.27776,.2805226,.0714089
1942,"Ohio",.1268513,.389186,.4681628,.3324556,.2902675,.1053682
1942,"Oklahoma",.1432073,.4385844,.5775785,.3739212,.3083417,.1125882
1942,"Oregon",.1251483,.386914,.4523029,.3267659,.2918233,.1065487
1942,"Pennsylvania",.1297045,.3934912,.4838792,.3533194,.2911332,.1117038
1942,"Rhode Island",.1372678,.4068345,.4970926,.3643743,.3012479,.1176174
1942,"South Carolina",.1296646,.4170258,.5567134,.3214923,.2876047,.0965137
1942,"South Dakota",.1151501,.4157692,.5785014,.2645833,.2697036,.0759928
1942,"Tennessee",.1387823,.4168029,.5237166,.3663795,.3047906,.1146367
1942,"Texas",.1480796,.4298477,.5449798,.424978,.3118681,.1259694
1942,"Utah",.1003635,.3518004,.4463389,.2449837,.2533399,.0851192
1942,"Vermont",.1258336,.4142293,.5553578,.3158139,.2832336,.0939219
1942,"Virginia",.1217726,.3859034,.4791223,.3184653,.2820246,.0976469
1942,"Washington",.1037433,.3537357,.4409139,.2590718,.2581129,.0875112
1942,"West Virginia",.099141,.3635788,.4801326,.2347106,.2492106,.0784448
1942,"Wisconsin",.1199134,.3997331,.5230932,.2955989,.2782655,.0914719
1942,"Wyoming",.134085,.4194597,.529576,.3413751,.3009431,.1018165
1943,"United States",.1397154,.4087273,.4868514,.3632299,.3043388,.1100123
1943,"Alabama",.1347171,.3795194,.5222082,.3484722,.3032937,.1105968
1943,"Alaska",,,,,,
1943,"Arizona",.1270556,.3531051,.4569497,.3145672,.2837378,.1023989
1943,"Arkansas",.1472343,.3986697,.5508369,.380052,.3221567,.1173604
1943,"California",.1237044,.3480836,.4635424,.3203054,.2932628,.1074924
1943,"Colorado",.1415675,.3833783,.5175828,.3792744,.3153747,.113965
1943,"Connecticut",.1336192,.3712626,.5018821,.3562169,.3040189,.1131455
1943,"Delaware",.203428,.4492893,.6153731,.6416216,.3781989,.1799334
1943,"District of Columbia",.1384655,.3779598,.5186853,.3661262,.3186968,.1163232
1943,"Florida",.1789358,.4369821,.6021444,.4897056,.3557165,.1410844
1943,"Georgia",.1565433,.4112304,.571209,.4157735,.3337922,.1262686
1943,"Hawaii",,,,,,
1943,"Idaho",.0890197,.3045854,.4029646,.2129029,.2513127,.0758698
1943,"Illinois",.1380499,.3794726,.5160308,.361723,.3069323,.1136433
1943,"Indiana",.1078748,.3381492,.4598123,.2617217,.2610639,.0855213
1943,"Iowa",.1198377,.3654821,.4971188,.2869255,.290076,.0843912
1943,"Kansas",.1192028,.3579105,.4838302,.2968228,.2881604,.093609
1943,"Kentucky",.108438,.334082,.4493652,.2879487,.2658356,.094375
1943,"Louisiana",.1305337,.3671426,.4961739,.3419725,.2974564,.1110687
1943,"Maine",.1157955,.3573546,.4880336,.2780463,.2740424,.0880591
1943,"Maryland",.1423632,.3891219,.5294593,.3556311,.3024734,.1067569
1943,"Massachusetts",.1305072,.3719532,.5082472,.332512,.2970084,.1071864
1943,"Michigan",.1147832,.3428792,.4548361,.2892024,.2718996,.095365
1943,"Minnesota",.1158425,.3531831,.4786413,.2878895,.2796887,.0939029
1943,"Mississippi",.1664614,.4322515,.6045031,.4222506,.3479926,.1201833
1943,"Missouri",.1293878,.3673106,.4951718,.33835,.2975641,.1105888
1943,"Montana",.1070589,.3427037,.4639769,.2528636,.272639,.0785847
1943,"Nebraska",.1235467,.3704399,.5059701,.3000956,.2978333,.0921276
1943,"Nevada",.1303971,.3486139,.4610212,.3782115,.292875,.1233919
1943,"New Hampshire",.1062727,.3392634,.4665498,.2588762,.2647615,.0862776
1943,"New Jersey",.1171568,.3520034,.4810728,.2999741,.285983,.098408
1943,"New Mexico",.1141446,.3445423,.4594115,.2872128,.2815559,.0963851
1943,"New York",.1525642,.3960077,.5407965,.4253837,.3309498,.1313865
1943,"North Carolina",.1453113,.3935454,.5477851,.3941806,.3190697,.1219577
1943,"North Dakota",.1057783,.3496865,.4841008,.2422935,.2803256,.0720801
1943,"Ohio",.1194682,.3541202,.4826102,.302371,.2786792,.0975201
1943,"Oklahoma",.124175,.3624379,.4893852,.3181269,.2902759,.1008878
1943,"Oregon",.1243384,.3572702,.4759417,.3193694,.2903355,.1054078
1943,"Pennsylvania",.1287066,.3616276,.486385,.3401064,.2865656,.1095086
1943,"Rhode Island",.1316618,.369424,.5044335,.3516793,.2956579,.1158576
1943,"South Carolina",.1341414,.388732,.542969,.330669,.3001291,.0991067
