"Unique Key","Created Date","Closed Date","Complaint Type","Location"
13235305,"02/24/2009 12:00:00 AM","03/25/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.84075414752999, -73.93714748717194)"
14048958,"05/27/2009 12:00:00 AM","05/28/2009 12:00:00 AM","Sanitation Condition","(40.60507304993444, -73.94276775205265)"
14860463,"09/14/2009 12:00:00 AM","09/15/2009 12:00:00 AM","Sweeping/Missed-Inadequate","(40.86659351576154, -73.85769799529068)"
15142162,"10/23/2009 12:00:00 AM","10/29/2009 12:00:00 AM","Noise","(40.84390560148632, -73.85755135855487)"
15044055,"10/11/2009 12:00:00 AM","10/13/2009 12:00:00 AM","Sanitation Condition","(40.68084677156961, -73.92562386030164)"
15296759,"11/14/2009 12:00:00 AM","11/14/2009 12:00:00 AM","Sewer","(40.69008073714147, -73.79189160298877)"
13029324,"01/26/2009 12:00:00 AM","04/14/2009 12:00:00 AM","Street Light Condition","(40.71935063020342, -73.73198404318042)"
15592859,"12/26/2009 12:00:00 AM","12/27/2009 12:00:00 AM","Sewer","(40.59651130968669, -73.90787551923017)"
15525090,"12/17/2009 12:00:00 AM","01/02/2010 12:00:00 AM","Consumer Complaint",""
14342957,"07/08/2009 12:00:00 AM","07/17/2009 12:00:00 AM","Public Payphone Complaint","(40.667187226542225, -73.96172192468295)"
13387164,"03/18/2009 12:00:00 AM","03/23/2009 12:00:00 AM","HEATING","(40.85311369736108, -73.88693046357291)"
14476074,"07/27/2009 12:00:00 AM","07/28/2009 12:00:00 AM","Noise - Vehicle","(40.70569044124969, -73.80613649886584)"
15321976,"11/18/2009 12:00:00 AM","11/30/2009 12:00:00 AM","PLUMBING","(40.66559308100769, -73.9378712522262)"
14153633,"06/10/2009 12:00:00 AM","12/30/2009 12:00:00 AM","Elevator","(40.65178373013802, -73.96235783154482)"
15074195,"10/15/2009 12:00:00 AM","10/24/2009 12:00:00 AM","HEATING","(40.61406768565192, -73.98842738626371)"
13496726,"04/04/2009 12:00:00 AM","04/21/2009 12:00:00 AM","Broken Muni Meter","(40.74689051985788, -73.99732573811997)"
13044202,"01/28/2009 12:00:00 AM","02/04/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.837819201762, -73.91448734071129)"
14186259,"06/15/2009 12:00:00 AM","06/15/2009 12:00:00 AM","Traffic Signal Condition",""
14725804,"08/25/2009 12:00:00 AM","09/02/2009 12:00:00 AM","Sewer","(40.74872350549879, -73.89880471164801)"
14082197,"06/01/2009 12:00:00 AM","06/09/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.84750182328002, -73.90316889057628)"
13428939,"03/24/2009 12:00:00 AM","03/24/2009 12:00:00 AM","Traffic Signal Condition",""
14624541,"08/12/2009 12:00:00 AM","09/06/2009 12:00:00 AM","Taxi Complaint","(40.76077242935416, -73.98446366791731)"
15279171,"11/12/2009 12:00:00 AM","11/18/2009 12:00:00 AM","HEATING","(40.697459708532655, -73.915958431732)"
14788527,"09/03/2009 12:00:00 AM","09/04/2009 12:00:00 AM","Street Light Condition",""
15623199,"12/30/2009 12:00:00 AM","01/10/2010 12:00:00 AM","GENERAL CONSTRUCTION","(40.63724370260163, -74.12198525087435)"
15187231,"10/30/2009 12:00:00 AM","11/29/2009 12:00:00 AM","For Hire Vehicle Complaint","(40.864711815568945, -73.90076852245973)"
15541260,"12/18/2009 12:00:00 AM","12/18/2009 12:00:00 AM","Traffic Signal Condition","(40.86526411435674, -73.84624719067614)"
13308767,"03/06/2009 12:00:00 AM","03/10/2009 12:00:00 AM","HEATING","(40.85317848268558, -73.91812934505666)"
14929431,"09/24/2009 12:00:00 AM","09/28/2009 12:00:00 AM","Street Light Condition",""
15428848,"12/04/2009 12:00:00 AM","12/17/2009 12:00:00 AM","PLUMBING","(40.856813212031426, -73.90152137339916)"
14792828,"09/04/2009 12:00:00 AM","09/04/2009 12:00:00 AM","Noise - Vehicle","(40.74712952814939, -73.9131384934129)"
14936490,"09/25/2009 12:00:00 AM","12/09/2009 12:00:00 AM","Boilers","(40.76787308110867, -73.91151215157795)"
14661634,"08/17/2009 12:00:00 AM","09/10/2009 12:00:00 AM","PLUMBING","(40.82385119330446, -73.88858804615472)"
13738485,"04/18/2009 12:00:00 AM","04/23/2009 12:00:00 AM","NONCONST","(40.66617171650029, -73.93210691954278)"
13525722,"04/08/2009 12:00:00 AM","04/30/2009 12:00:00 AM","ELECTRIC","(40.699978285081855, -73.9595716846847)"
14815785,"09/08/2009 12:00:00 AM","09/28/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.83537699202415, -73.91527828636174)"
15102291,"10/18/2009 12:00:00 AM","10/20/2009 12:00:00 AM","HEATING","(40.871624804627665, -73.87962768619447)"
15403413,"12/01/2009 12:00:00 AM","12/15/2009 12:00:00 AM","PLUMBING","(40.81477217325953, -73.90119702686428)"
15148141,"10/24/2009 12:00:00 AM","11/03/2009 12:00:00 AM","Street Light Condition",""
12889942,"01/09/2009 12:00:00 AM","01/25/2009 12:00:00 AM","ELECTRIC","(40.78938004564362, -73.84359117854171)"
12946738,"01/16/2009 12:00:00 AM","01/19/2009 12:00:00 AM","HEATING","(40.85204790061024, -73.9224430708677)"
14174883,"06/13/2009 12:00:00 AM","07/07/2009 12:00:00 AM","Sewer","(40.749296660938846, -73.98456379050604)"
14837410,"09/11/2009 12:00:00 AM","09/11/2009 12:00:00 AM","Noise - Vehicle","(40.80055357756432, -73.95819587006872)"
13476127,"04/01/2009 12:00:00 AM","04/01/2009 12:00:00 AM","Street Condition","(40.607278238918084, -74.16809746153515)"
14658174,"08/17/2009 12:00:00 AM","08/21/2009 12:00:00 AM","Overgrown Tree/Branches",""
12986570,"01/21/2009 12:00:00 AM","01/24/2009 12:00:00 AM","HEATING","(40.69234252470854, -73.85447827679876)"
14646051,"08/14/2009 12:00:00 AM","08/14/2009 12:00:00 AM","Street Light Condition",""
13283034,"03/03/2009 12:00:00 AM","03/09/2009 12:00:00 AM","PLUMBING","(40.838185758203664, -73.88747262902123)"
14756515,"08/30/2009 12:00:00 AM","09/14/2009 12:00:00 AM","Maintenance or Facility",""
14398554,"07/15/2009 12:00:00 AM","07/16/2009 12:00:00 AM","Missed Collection (All Materials)","(40.62831300776672, -73.98705953898876)"
14586920,"08/06/2009 12:00:00 AM","08/27/2009 12:00:00 AM","NONCONST","(40.87052662721269, -73.89034300420985)"
15363191,"11/24/2009 12:00:00 AM","12/07/2009 12:00:00 AM","HEATING","(40.84467092637734, -73.8640012448134)"
13080666,"02/02/2009 12:00:00 AM","02/03/2009 12:00:00 AM","Hazardous Materials","(40.705413385855415, -73.96091731121128)"
13017041,"01/25/2009 12:00:00 AM","02/14/2009 12:00:00 AM","PLUMBING","(40.82076515485982, -73.8203905759589)"
13898913,"05/07/2009 12:00:00 AM","06/01/2009 12:00:00 AM","Indoor Air Quality","(40.68220282775915, -73.93995777840604)"
12877536,"01/08/2009 12:00:00 AM","01/14/2009 12:00:00 AM","HEATING","(40.618694580261625, -74.0309020656453)"
14865817,"09/15/2009 12:00:00 AM","09/21/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.76512224288142, -73.96817443043456)"
12980397,"01/20/2009 12:00:00 AM","01/16/2009 12:00:00 AM","Street Light Condition",""
14064979,"05/29/2009 12:00:00 AM","06/26/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.66637963014084, -73.95264952275203)"
15458605,"12/08/2009 12:00:00 AM","12/03/2009 12:00:00 AM","Street Light Condition",""
13394639,"03/19/2009 12:00:00 AM","03/27/2009 12:00:00 AM","Litter Basket / Request","(40.73570075863993, -73.71465568039736)"
15147486,"10/24/2009 12:00:00 AM","10/24/2009 12:00:00 AM","Missed Collection (All Materials)","(40.637688926714745, -73.93660732759386)"
14959653,"09/29/2009 12:00:00 AM","09/30/2009 12:00:00 AM","Street Light Condition","(40.58094545312557, -73.96039254372894)"
14893434,"09/19/2009 12:00:00 AM","09/19/2009 12:00:00 AM","Noise - Street/Sidewalk","(40.81658079343313, -73.94675861029192)"
14246590,"06/23/2009 12:00:00 AM","07/29/2009 12:00:00 AM","Graffiti","(40.63382987893366, -73.9477727058139)"
14201798,"06/17/2009 12:00:00 AM","07/23/2009 12:00:00 AM","PLUMBING","(40.709692204098616, -73.76753731232853)"
15086169,"10/16/2009 12:00:00 AM","10/26/2009 12:00:00 AM","HEATING","(40.68672935888398, -73.95257377486529)"
14309136,"07/02/2009 12:00:00 AM","07/13/2009 12:00:00 AM","Broken Parking Meter","(40.76452537267425, -73.91636114915558)"
13914423,"05/08/2009 12:00:00 AM","05/14/2009 12:00:00 AM","HEATING","(40.82163561830337, -73.9508047891312)"
12968741,"01/19/2009 12:00:00 AM","01/23/2009 12:00:00 AM","HEATING","(40.62890088092743, -73.9433345441019)"
13366413,"03/15/2009 12:00:00 AM","03/18/2009 12:00:00 AM","HEATING","(40.858781711165555, -73.86656439268556)"
14825471,"09/09/2009 12:00:00 AM","09/14/2009 12:00:00 AM","Noise","(40.60955164956186, -74.13415117459787)"
13879810,"05/05/2009 12:00:00 AM","05/06/2009 12:00:00 AM","HEATING","(40.65285580217192, -73.9457648525832)"
14237080,"06/22/2009 12:00:00 AM","06/23/2009 12:00:00 AM","Sanitation Condition","(40.62963868043994, -73.94223150659408)"
15392542,"11/30/2009 12:00:00 AM","12/16/2009 12:00:00 AM","Consumer Complaint","(40.74109941313561, -73.85146679585874)"
15517591,"12/16/2009 12:00:00 AM","12/17/2009 12:00:00 AM","Root/Sewer/Sidewalk Condition","(40.6901972185842, -73.75616004118767)"
14082535,"06/01/2009 12:00:00 AM","07/06/2009 12:00:00 AM","NONCONST","(40.76188638717561, -73.92655133102521)"
13340608,"03/11/2009 12:00:00 AM","03/11/2009 12:00:00 AM","ELECTRIC","(40.691701664593516, -73.92888960984669)"
15528327,"12/17/2009 12:00:00 AM","12/21/2009 12:00:00 AM","HEATING","(40.686812460289865, -73.82900854788784)"
15104661,"10/19/2009 12:00:00 AM","10/19/2009 12:00:00 AM","Noise - Vehicle","(40.61551843147372, -74.13911216559828)"
15343917,"11/21/2009 12:00:00 AM","11/21/2009 12:00:00 AM","Derelict Vehicle","(40.732124595854955, -73.89723870635682)"
13936517,"05/12/2009 12:00:00 AM","06/02/2009 12:00:00 AM","Damaged Tree","(40.60937741119731, -73.93846380263554)"
13408360,"03/21/2009 12:00:00 AM","03/22/2009 12:00:00 AM","Blocked Driveway","(40.70059113644046, -73.92755294135375)"
14519473,"08/01/2009 12:00:00 AM","08/01/2009 12:00:00 AM","Sanitation Condition","(40.62040730388918, -73.98183434972617)"
13759916,"04/21/2009 12:00:00 AM","08/17/2009 12:00:00 AM","NONCONST","(40.73000869806223, -73.98064267159809)"
13216560,"02/20/2009 12:00:00 AM","02/21/2009 12:00:00 AM","Sanitation Condition","(40.667035082054845, -73.8227474593887)"
13765002,"04/22/2009 12:00:00 AM","05/08/2009 12:00:00 AM","Consumer Complaint","(40.733075197909685, -73.8046460005312)"
13205952,"02/20/2009 12:00:00 AM","","Damaged Tree","(40.85631703985628, -73.86662717636435)"
13381092,"03/17/2009 12:00:00 AM","03/23/2009 12:00:00 AM","Lead","(40.801604734282364, -73.966358233146)"
13379664,"03/17/2009 12:00:00 AM","04/27/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.60595315079526, -73.75835485820404)"
14136889,"06/08/2009 12:00:00 AM","01/14/2010 12:00:00 AM","Building/Use","(40.85165709735739, -73.86475688721883)"
13102429,"02/05/2009 12:00:00 AM","03/16/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.69267734793671, -73.93100893082445)"
14747566,"08/28/2009 12:00:00 AM","09/11/2009 12:00:00 AM","NONCONST","(40.82038327558238, -73.9557229761057)"
14191045,"06/16/2009 12:00:00 AM","06/16/2009 12:00:00 AM","Street Condition","(40.69000286088032, -73.95018433286603)"
14498498,"07/29/2009 12:00:00 AM","08/03/2009 12:00:00 AM","Dirty Conditions","(40.68973616714039, -73.74728757941112)"
15234158,"11/05/2009 12:00:00 AM","11/06/2009 12:00:00 AM","Sanitation Condition","(40.67336385193973, -74.00024514079439)"
15592885,"12/26/2009 12:00:00 AM","12/26/2009 12:00:00 AM","Traffic Signal Condition","(40.58037953763351, -73.9676000652632)"
15192735,"10/31/2009 12:00:00 AM","11/03/2009 12:00:00 AM","Broken Muni Meter",""
15065944,"10/14/2009 12:00:00 AM","10/16/2009 12:00:00 AM","HEATING","(40.642084278609474, -73.94962195601411)"
12966129,"01/18/2009 12:00:00 AM","01/18/2009 12:00:00 AM","Traffic Signal Condition","(40.60555648626339, -73.99368323164207)"
14742886,"08/27/2009 12:00:00 AM","08/27/2009 12:00:00 AM","Derelict Vehicles","(40.72775212027005, -73.9002725242633)"
13147425,"02/11/2009 12:00:00 AM","03/03/2009 12:00:00 AM","NONCONST","(40.615793278298575, -73.96889036710715)"
13996097,"05/19/2009 12:00:00 AM","05/22/2009 12:00:00 AM","Dirty Conditions","(40.614621188080676, -73.96865679377396)"
14212073,"06/18/2009 12:00:00 AM","07/15/2009 12:00:00 AM","Sewer","(40.70784788067387, -73.9077829689339)"
15532331,"12/17/2009 12:00:00 AM","12/19/2009 12:00:00 AM","Traffic Signal Condition",""
14773945,"09/01/2009 12:00:00 AM","09/01/2009 12:00:00 AM","General Construction/Plumbing","(40.67339238534968, -73.93069721854226)"
13013487,"01/24/2009 12:00:00 AM","01/26/2009 12:00:00 AM","Missed Collection (All Materials)","(40.65170264384136, -73.9255194045242)"
14808490,"09/07/2009 12:00:00 AM","09/15/2009 12:00:00 AM","Sidewalk Condition","(40.72001616404089, -73.98927119049361)"
13265306,"02/27/2009 12:00:00 AM","05/18/2009 12:00:00 AM","Elevator","(40.67037758330842, -73.9565976009247)"
13330861,"03/10/2009 12:00:00 AM","03/12/2009 12:00:00 AM","HEATING","(40.72980721143065, -74.00063862753768)"
15141613,"10/23/2009 12:00:00 AM","10/23/2009 12:00:00 AM","Street Light Condition","(40.77020484458948, -73.76428985330001)"
15875726,"05/15/2009 12:00:00 AM","06/02/2009 12:00:00 AM","General Construction/Plumbing","(40.7383418754678, -73.90743043067245)"
15085814,"10/16/2009 12:00:00 AM","10/23/2009 12:00:00 AM","HEATING","(40.69129788894275, -73.991605275464)"
12915476,"01/13/2009 12:00:00 AM","01/17/2009 12:00:00 AM","HEATING","(40.65674286796464, -73.96032591723107)"
15614089,"12/29/2009 12:00:00 AM","01/15/2010 12:00:00 AM","HEATING","(40.70194576720449, -73.74025897116564)"
15427613,"12/04/2009 12:00:00 AM","12/04/2009 12:00:00 AM","Derelict Vehicle","(40.62094416935628, -73.9338747663073)"
12965511,"01/18/2009 12:00:00 AM","01/18/2009 12:00:00 AM","Water Conservation","(40.60624015502534, -74.08695910809476)"
15447856,"12/07/2009 12:00:00 AM","08/02/2010 12:00:00 AM","Graffiti","(40.71847683329303, -74.00217890089417)"
15458130,"12/08/2009 12:00:00 AM","12/09/2009 12:00:00 AM","Water System","(40.72100172234978, -73.83685393191159)"
15571166,"12/22/2009 12:00:00 AM","12/22/2009 12:00:00 AM","Snow","(40.63578200208683, -74.0364982030024)"
13797389,"04/26/2009 12:00:00 AM","06/05/2009 12:00:00 AM","PAINT - PLASTER","(40.66949640981765, -73.89040315646074)"
14570126,"02/26/2009 12:00:00 AM","04/13/2009 12:00:00 AM","Graffiti","(40.80390154720173, -73.9205341966279)"
15009916,"10/06/2009 12:00:00 AM","10/06/2009 12:00:00 AM","Street Light Condition","(40.60777799018933, -74.08596350350084)"
13398466,"03/17/2009 12:00:00 AM","03/18/2009 12:00:00 AM","Street Condition","(40.6822430869546, -73.82221308262685)"
15417967,"12/03/2009 12:00:00 AM","","Root/Sewer/Sidewalk Condition","(40.538731155026724, -74.1611108957246)"
13446064,"03/27/2009 12:00:00 AM","04/07/2009 12:00:00 AM","DOE Complaint or Compliment","(40.875468266421095, -73.83390396659031)"
13500928,"04/04/2009 12:00:00 AM","04/10/2009 12:00:00 AM","Sewer","(40.76628623437032, -73.9818487116524)"
12932709,"01/15/2009 12:00:00 AM","02/27/2009 12:00:00 AM","PLUMBING","(40.83300735348213, -73.92169916960842)"
14911467,"09/22/2009 12:00:00 AM","10/13/2009 12:00:00 AM","APPLIANCE","(40.63000798414688, -73.90687457298398)"
15379483,"11/27/2009 12:00:00 AM","12/09/2009 12:00:00 AM","PLUMBING","(40.826522345603735, -73.92281608727372)"
14150694,"06/10/2009 12:00:00 AM","07/09/2009 12:00:00 AM","NONCONST","(40.82920580653401, -73.94529228538596)"
12981472,"01/20/2009 12:00:00 AM","01/20/2009 12:00:00 AM","Traffic Signal Condition","(40.63998672597449, -73.94841286136077)"
14674314,"08/18/2009 12:00:00 AM","08/18/2009 12:00:00 AM","General Construction/Plumbing","(40.861798486072544, -73.8238588378277)"
15370774,"11/25/2009 12:00:00 AM","12/01/2009 12:00:00 AM","NONCONST","(40.67838341187339, -73.89269232927336)"
14975302,"10/01/2009 12:00:00 AM","10/04/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.68926794647861, -73.90704061412424)"
13902972,"05/07/2009 12:00:00 AM","05/08/2009 12:00:00 AM","Noise - Commercial","(40.762278541098084, -73.92601303458156)"
14706643,"08/23/2009 12:00:00 AM","","Rodent","(40.847901876462636, -73.92428767124863)"
14115334,"06/05/2009 12:00:00 AM","06/14/2009 12:00:00 AM","PAINT - PLASTER","(40.70652628929538, -73.89959734467502)"
15414329,"12/02/2009 12:00:00 AM","12/03/2009 12:00:00 AM","HEATING","(40.68200335127814, -73.94169219367433)"
14529209,"08/03/2009 12:00:00 AM","08/10/2009 12:00:00 AM","PAINT - PLASTER","(40.86339695390376, -73.90059333397446)"
12944708,"01/16/2009 12:00:00 AM","01/26/2009 12:00:00 AM","PAINT - PLASTER","(40.840491766656015, -73.90985428172824)"
13113374,"02/06/2009 12:00:00 AM","02/11/2009 12:00:00 AM","HEATING","(40.676013516274125, -73.92192314979721)"
12887543,"01/09/2009 12:00:00 AM","01/12/2009 12:00:00 AM","HEATING","(40.688762915194026, -73.93505513355507)"
13028779,"01/26/2009 12:00:00 AM","02/23/2009 12:00:00 AM","Water System","(40.72186170907498, -73.89101331761098)"
14230114,"06/21/2009 12:00:00 AM","06/21/2009 12:00:00 AM","Derelict Vehicles","(40.74116571942653, -73.81914003266964)"
14584656,"08/06/2009 12:00:00 AM","08/07/2009 12:00:00 AM","Blocked Driveway","(40.889729720065276, -73.85865754197872)"
14723735,"08/25/2009 12:00:00 AM","09/09/2009 12:00:00 AM","NONCONST","(40.74027210653828, -73.91926406727254)"
14912890,"09/22/2009 12:00:00 AM","09/22/2009 12:00:00 AM","Water System","(40.628983166644474, -73.94907704266537)"
13723266,"04/16/2009 12:00:00 AM","04/21/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.74444283916002, -73.90333311537898)"
15383747,"11/28/2009 12:00:00 AM","01/04/2010 12:00:00 AM","APPLIANCE","(40.819225491382454, -73.95700994370416)"
13849953,"05/01/2009 12:00:00 AM","05/01/2009 12:00:00 AM","Street Light Condition",""
13295308,"03/04/2009 12:00:00 AM","03/06/2009 12:00:00 AM","Snow","(40.73391874253224, -74.00510572726162)"
15488445,"12/12/2009 12:00:00 AM","04/03/2010 12:00:00 AM","Street Sign - Missing","(40.63640223668097, -74.03677237139075)"
13101051,"02/05/2009 12:00:00 AM","02/21/2009 12:00:00 AM","Consumer Complaint","(40.718606148094246, -73.92936594883658)"
12927444,"01/14/2009 12:00:00 AM","01/16/2009 12:00:00 AM","HEATING","(40.888091711894305, -73.86139160337596)"
14254107,"06/24/2009 12:00:00 AM","06/29/2009 12:00:00 AM","Street Light Condition","(40.860895935637394, -73.84319884491406)"
14611716,"08/10/2009 12:00:00 AM","08/15/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.6743750983988, -73.891689359178)"
13287443,"03/03/2009 12:00:00 AM","03/03/2009 12:00:00 AM","Snow","(40.50770107009008, -74.25493722035226)"
13562129,"04/14/2009 12:00:00 AM","04/17/2009 12:00:00 AM","HEATING","(40.712073409951614, -73.96471890257085)"
13164892,"02/13/2009 12:00:00 AM","02/19/2009 12:00:00 AM","PAINT - PLASTER","(40.891849926049524, -73.85748840322964)"
15841811,"01/05/2009 12:00:00 AM","01/23/2009 12:00:00 AM","General Construction/Plumbing","(40.88537018191948, -73.90620585019161)"
14185403,"06/15/2009 12:00:00 AM","06/16/2009 12:00:00 AM","Dirty Conditions","(40.693570696567306, -73.90916221776276)"
14116257,"06/05/2009 12:00:00 AM","06/14/2009 12:00:00 AM","GENERAL CONSTRUCTION","(40.68343409985215, -73.9161924415215)"
14834827,"09/10/2009 12:00:00 AM","09/11/2009 12:00:00 AM","Traffic Signal Condition",""
13428787,"03/24/2009 12:00:00 AM","03/25/2009 12:00:00 AM","Dirty Conditions",""
14205916,"06/18/2009 12:00:00 AM","06/18/2009 12:00:00 AM","Blocked Driveway","(40.711218669414095, -73.81633924242088)"
14530010,"08/03/2009 12:00:00 AM","08/06/2009 12:00:00 AM","NONCONST","(40.829412661340136, -73.90138125446573)"
13019802,"01/25/2009 12:00:00 AM","01/26/2009 12:00:00 AM","Street Light Condition","(40.819225840242986, -73.86267672392593)"
14085066,"06/01/2009 12:00:00 AM","06/08/2009 12:00:00 AM","General Construction/Plumbing","(40.76455005610306, -73.99344072573884)"
14122571,"06/06/2009 12:00:00 AM","06/12/2009 12:00:00 AM","PLUMBING","(40.844506927835354, -73.87942375633936)"
13942618,"05/12/2009 12:00:00 AM","05/12/2009 12:00:00 AM","Missed Collection (All Materials)","(40.881907848902884, -73.86363215134514)"
13180091,"02/16/2009 12:00:00 AM","02/16/2009 12:00:00 AM","Sewer","(40.597746241168764, -73.98161005544144)"
13500026,"04/04/2009 12:00:00 AM","04/09/2009 12:00:00 AM","HEATING","(40.79589752636182, -73.94892047097753)"
15603140,"12/28/2009 12:00:00 AM","02/03/2010 12:00:00 AM","PLUMBING","(40.825119939666216, -73.9538915280206)"
12954259,"01/17/2009 12:00:00 AM","01/21/2009 12:00:00 AM","HEATING","(40.738721503446236, -73.86172399522052)"
14896287,"09/20/2009 12:00:00 AM","09/20/2009 12:00:00 AM","Blocked Driveway","(40.867892721215945, -73.90712354499865)"
15094605,"10/17/2009 12:00:00 AM","10/25/2009 12:00:00 AM","HEATING","(40.888928874550395, -73.8614187914852)"
14011665,"05/22/2009 12:00:00 AM","06/04/2009 12:00:00 AM","Broken Parking Meter","(40.75667186181392, -73.82879312184009)"
